question_id,question,category,topics,topic
31, What Is a Multi-layer Perceptron MLPWhat Is a Multi-layer Perceptron MLP,Data Science,"Knowledge of neural networks, understanding of MLP architecture", understanding of MLP architecture
32, Is it always bad to have local optimaIs it always bad to have local optima,Data Science,"Critical thinking, Problem-solving, Analytical skills",Critical thinking
32, Is it always bad to have local optimaIs it always bad to have local optima,Data Science,"Critical thinking, Problem-solving, Analytical skills", Problem-solving
32, Is it always bad to have local optimaIs it always bad to have local optima,Data Science,"Critical thinking, Problem-solving, Analytical skills", Analytical skills
33," In node2vec, what does embedding represent topological similarity or nearness",Data Science,"Understanding of node2vec, Graph Embedding",Understanding of node2vec
33," In node2vec, what does embedding represent topological similarity or nearness",Data Science,"Understanding of node2vec, Graph Embedding", Graph Embedding
34, What do you understand by Boltzmann Machine and Restricted Boltzmann Machines,Data Science,"Knowledge of Boltzmann Machines, Knowledge of Restricted Boltzmann Machines, Understanding of Machine Learning concepts",Knowledge of Boltzmann Machines
34, What do you understand by Boltzmann Machine and Restricted Boltzmann Machines,Data Science,"Knowledge of Boltzmann Machines, Knowledge of Restricted Boltzmann Machines, Understanding of Machine Learning concepts", Knowledge of Restricted Boltzmann Machines
34, What do you understand by Boltzmann Machine and Restricted Boltzmann Machines,Data Science,"Knowledge of Boltzmann Machines, Knowledge of Restricted Boltzmann Machines, Understanding of Machine Learning concepts", Understanding of Machine Learning concepts
35, How to compute an inverse matrix faster by playing around with some computational tricks,Data Science,"Linear algebra,Matrix operations,Computational efficiency,Algorithm optimization",Linear algebra
35, How to compute an inverse matrix faster by playing around with some computational tricks,Data Science,"Linear algebra,Matrix operations,Computational efficiency,Algorithm optimization",Matrix operations
35, How to compute an inverse matrix faster by playing around with some computational tricks,Data Science,"Linear algebra,Matrix operations,Computational efficiency,Algorithm optimization",Computational efficiency
35, How to compute an inverse matrix faster by playing around with some computational tricks,Data Science,"Linear algebra,Matrix operations,Computational efficiency,Algorithm optimization",Algorithm optimization
36, For infrequent/rare words which among CBOW and SkipGram should be used for wordvec training,Data Science,"Understanding of word embedding techniques,Knowledge of CBOW and Skip-gram models,Ability to compare and contrast machine learning algorithms",Understanding of word embedding techniques
36, For infrequent/rare words which among CBOW and SkipGram should be used for wordvec training,Data Science,"Understanding of word embedding techniques,Knowledge of CBOW and Skip-gram models,Ability to compare and contrast machine learning algorithms",Knowledge of CBOW and Skip-gram models
36, For infrequent/rare words which among CBOW and SkipGram should be used for wordvec training,Data Science,"Understanding of word embedding techniques,Knowledge of CBOW and Skip-gram models,Ability to compare and contrast machine learning algorithms",Ability to compare and contrast machine learning algorithms
37, What is pooling in CNN Why do we need it,Data Science,"Understanding of Convolutional Neural Networks (CNNs), Knowledge of pooling layers in CNNs, Comprehension of the purpose of pooling in CNNs",Understanding of Convolutional Neural Networks (CNNs)
37, What is pooling in CNN Why do we need it,Data Science,"Understanding of Convolutional Neural Networks (CNNs), Knowledge of pooling layers in CNNs, Comprehension of the purpose of pooling in CNNs", Knowledge of pooling layers in CNNs
37, What is pooling in CNN Why do we need it,Data Science,"Understanding of Convolutional Neural Networks (CNNs), Knowledge of pooling layers in CNNs, Comprehension of the purpose of pooling in CNNs", Comprehension of the purpose of pooling in CNNs
38, Describe the structure of Artificial Neural Networks & RNN(recurrent neural network),Data Science,"Knowledge of neural networks,Knowledge of RNNs,Descriptive writing",Knowledge of neural networks
38, Describe the structure of Artificial Neural Networks & RNN(recurrent neural network),Data Science,"Knowledge of neural networks,Knowledge of RNNs,Descriptive writing",Knowledge of RNNs
38, Describe the structure of Artificial Neural Networks & RNN(recurrent neural network),Data Science,"Knowledge of neural networks,Knowledge of RNNs,Descriptive writing",Descriptive writing
39, How to Select a Batch Size Will selecting a batch size produce better or worse results?,Data Science,"Problem-solving, critical thinking, understanding of machine learning concepts",Problem-solving
39, How to Select a Batch Size Will selecting a batch size produce better or worse results?,Data Science,"Problem-solving, critical thinking, understanding of machine learning concepts", critical thinking
39, How to Select a Batch Size Will selecting a batch size produce better or worse results?,Data Science,"Problem-solving, critical thinking, understanding of machine learning concepts", understanding of machine learning concepts
40, What are N-grams How can we use them,Data Science,"Understanding of NLP concepts,Text analysis,Natural language processing",Understanding of NLP concepts
40, What are N-grams How can we use them,Data Science,"Understanding of NLP concepts,Text analysis,Natural language processing",Text analysis
40, What are N-grams How can we use them,Data Science,"Understanding of NLP concepts,Text analysis,Natural language processing",Natural language processing
41, How large should be N for our bag of words when using N-grams,Data Science,"Problem-solving,Critical thinking,Understanding of N-grams,NLP fundamentals",Problem-solving
41, How large should be N for our bag of words when using N-grams,Data Science,"Problem-solving,Critical thinking,Understanding of N-grams,NLP fundamentals",Critical thinking
41, How large should be N for our bag of words when using N-grams,Data Science,"Problem-solving,Critical thinking,Understanding of N-grams,NLP fundamentals",Understanding of N-grams
41, How large should be N for our bag of words when using N-grams,Data Science,"Problem-solving,Critical thinking,Understanding of N-grams,NLP fundamentals",NLP fundamentals
42, How can you use neural nets for text classification and computer vision,Data Science,"Understanding of neural networks,Knowledge of text classification,Knowledge of computer vision",Understanding of neural networks
42, How can you use neural nets for text classification and computer vision,Data Science,"Understanding of neural networks,Knowledge of text classification,Knowledge of computer vision",Knowledge of text classification
42, How can you use neural nets for text classification and computer vision,Data Science,"Understanding of neural networks,Knowledge of text classification,Knowledge of computer vision",Knowledge of computer vision
43, Do gradient descent methods always converge at the same point,Data Science,"Understanding of gradient descent, analytical thinking, knowledge of optimization algorithms",Understanding of gradient descent
43, Do gradient descent methods always converge at the same point,Data Science,"Understanding of gradient descent, analytical thinking, knowledge of optimization algorithms", analytical thinking
43, Do gradient descent methods always converge at the same point,Data Science,"Understanding of gradient descent, analytical thinking, knowledge of optimization algorithms", knowledge of optimization algorithms
44, What is gradient descent How does it work,Data Science,"Understanding of algorithms,Knowledge of optimization techniques",Understanding of algorithms
44, What is gradient descent How does it work,Data Science,"Understanding of algorithms,Knowledge of optimization techniques",Knowledge of optimization techniques
45, What are autoencoders Explain the different layers of autoencoders and mention three practical usages of them,Data Science,"Knowledge of autoencoders, Understanding of autoencoder architecture, Application of autoencoders",Knowledge of autoencoders
45, What are autoencoders Explain the different layers of autoencoders and mention three practical usages of them,Data Science,"Knowledge of autoencoders, Understanding of autoencoder architecture, Application of autoencoders", Understanding of autoencoder architecture
45, What are autoencoders Explain the different layers of autoencoders and mention three practical usages of them,Data Science,"Knowledge of autoencoders, Understanding of autoencoder architecture, Application of autoencoders", Application of autoencoders
46, What is vanishing gradient descent,Data Science,"Knowledge of deep learning concepts, understanding of gradient descent algorithms",Knowledge of deep learning concepts
46, What is vanishing gradient descent,Data Science,"Knowledge of deep learning concepts, understanding of gradient descent algorithms", understanding of gradient descent algorithms
47, difference between Vanishing gradient Vs Exploding gradient,Data Science,"Understanding of deep learning concepts,Knowledge of gradient descent,Problem-solving",Understanding of deep learning concepts
47, difference between Vanishing gradient Vs Exploding gradient,Data Science,"Understanding of deep learning concepts,Knowledge of gradient descent,Problem-solving",Knowledge of gradient descent
47, difference between Vanishing gradient Vs Exploding gradient,Data Science,"Understanding of deep learning concepts,Knowledge of gradient descent,Problem-solving",Problem-solving
48, How to handle dying node problems in case of ReLU activation function,Data Science,"Understanding of neural networks,Debugging,Troubleshooting,Knowledge of activation functions",Understanding of neural networks
48, How to handle dying node problems in case of ReLU activation function,Data Science,"Understanding of neural networks,Debugging,Troubleshooting,Knowledge of activation functions",Debugging
48, How to handle dying node problems in case of ReLU activation function,Data Science,"Understanding of neural networks,Debugging,Troubleshooting,Knowledge of activation functions",Troubleshooting
48, How to handle dying node problems in case of ReLU activation function,Data Science,"Understanding of neural networks,Debugging,Troubleshooting,Knowledge of activation functions",Knowledge of activation functions
49, What is the use of the leaky ReLU function,Data Science,"Knowledge of neural networks, understanding of activation functions",Knowledge of neural networks
49, What is the use of the leaky ReLU function,Data Science,"Knowledge of neural networks, understanding of activation functions", understanding of activation functions
50, What are the different Deep Learning Frameworks,Data Science,Knowledge of Deep Learning Frameworks,Knowledge of Deep Learning Frameworks
51, What is the difference between machine learning and deep learning,Data Science,"Knowledge of machine learning,Knowledge of deep learning,Understanding of fundamental differences between ML and DL",Knowledge of machine learning
51, What is the difference between machine learning and deep learning,Data Science,"Knowledge of machine learning,Knowledge of deep learning,Understanding of fundamental differences between ML and DL",Knowledge of deep learning
51, What is the difference between machine learning and deep learning,Data Science,"Knowledge of machine learning,Knowledge of deep learning,Understanding of fundamental differences between ML and DL",Understanding of fundamental differences between ML and DL
52, What is a dropout layer and how does it help a neural network,Data Science,"Understanding of neural networks,Knowledge of regularization techniques",Understanding of neural networks
52, What is a dropout layer and how does it help a neural network,Data Science,"Understanding of neural networks,Knowledge of regularization techniques",Knowledge of regularization techniques
53, Explain why dropout in a neural network acts as a regularizer,Data Science,"Understanding of neural networks,Regularization techniques,Understanding of overfitting",Understanding of neural networks
53, Explain why dropout in a neural network acts as a regularizer,Data Science,"Understanding of neural networks,Regularization techniques,Understanding of overfitting",Regularization techniques
53, Explain why dropout in a neural network acts as a regularizer,Data Science,"Understanding of neural networks,Regularization techniques,Understanding of overfitting",Understanding of overfitting
54, How to know whether your model is suffering from the problem of Exploding Gradients,Data Science,"Understanding of neural network training, diagnosis of training problems, debugging",Understanding of neural network training
54, How to know whether your model is suffering from the problem of Exploding Gradients,Data Science,"Understanding of neural network training, diagnosis of training problems, debugging", diagnosis of training problems
54, How to know whether your model is suffering from the problem of Exploding Gradients,Data Science,"Understanding of neural network training, diagnosis of training problems, debugging", debugging
55, How to handle exploding gradient problem,Data Science,"Deep learning,Gradient descent optimization,Debugging,Problem-solving",Deep learning
55, How to handle exploding gradient problem,Data Science,"Deep learning,Gradient descent optimization,Debugging,Problem-solving",Gradient descent optimization
55, How to handle exploding gradient problem,Data Science,"Deep learning,Gradient descent optimization,Debugging,Problem-solving",Debugging
55, How to handle exploding gradient problem,Data Science,"Deep learning,Gradient descent optimization,Debugging,Problem-solving",Problem-solving
56, How Does an LSTM Network Work,Data Science,"Understanding of neural networks,Understanding of recurrent neural networks,Understanding of LSTM architecture,Knowledge of sequence modeling",Understanding of neural networks
56, How Does an LSTM Network Work,Data Science,"Understanding of neural networks,Understanding of recurrent neural networks,Understanding of LSTM architecture,Knowledge of sequence modeling",Understanding of recurrent neural networks
56, How Does an LSTM Network Work,Data Science,"Understanding of neural networks,Understanding of recurrent neural networks,Understanding of LSTM architecture,Knowledge of sequence modeling",Understanding of LSTM architecture
56, How Does an LSTM Network Work,Data Science,"Understanding of neural networks,Understanding of recurrent neural networks,Understanding of LSTM architecture,Knowledge of sequence modeling",Knowledge of sequence modeling
57, What problem does Bi-LSTM solve instead of only LSTM,Data Science,"Understanding of LSTMs, Understanding of Bi-LSTMs, Comparative analysis,  Problem-solving",Understanding of LSTMs
57, What problem does Bi-LSTM solve instead of only LSTM,Data Science,"Understanding of LSTMs, Understanding of Bi-LSTMs, Comparative analysis,  Problem-solving", Understanding of Bi-LSTMs
57, What problem does Bi-LSTM solve instead of only LSTM,Data Science,"Understanding of LSTMs, Understanding of Bi-LSTMs, Comparative analysis,  Problem-solving", Comparative analysis
57, What problem does Bi-LSTM solve instead of only LSTM,Data Science,"Understanding of LSTMs, Understanding of Bi-LSTMs, Comparative analysis,  Problem-solving",  Problem-solving
58, What is the difference between LSTM and GRU,Data Science,"Knowledge of deep learning architectures, understanding of recurrent neural networks",Knowledge of deep learning architectures
58, What is the difference between LSTM and GRU,Data Science,"Knowledge of deep learning architectures, understanding of recurrent neural networks", understanding of recurrent neural networks
59, What happens to the predictions of a CNN if an image is rotated,Data Science,"Understanding of CNNs, Image Rotation Invariance,  Spatial Reasoning",Understanding of CNNs
59, What happens to the predictions of a CNN if an image is rotated,Data Science,"Understanding of CNNs, Image Rotation Invariance,  Spatial Reasoning", Image Rotation Invariance
59, What happens to the predictions of a CNN if an image is rotated,Data Science,"Understanding of CNNs, Image Rotation Invariance,  Spatial Reasoning",  Spatial Reasoning
60, How does CNN help in translation and rotation invariance of images,Data Science,"Understanding of Convolutional Neural Networks (CNNs), image processing, translation invariance, rotation invariance",Understanding of Convolutional Neural Networks (CNNs)
60, How does CNN help in translation and rotation invariance of images,Data Science,"Understanding of Convolutional Neural Networks (CNNs), image processing, translation invariance, rotation invariance", image processing
60, How does CNN help in translation and rotation invariance of images,Data Science,"Understanding of Convolutional Neural Networks (CNNs), image processing, translation invariance, rotation invariance", translation invariance
60, How does CNN help in translation and rotation invariance of images,Data Science,"Understanding of Convolutional Neural Networks (CNNs), image processing, translation invariance, rotation invariance", rotation invariance
61, Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,Data Science,"Definition skills,Understanding of TF-IDF,Text vectorization",Definition skills
61, Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,Data Science,"Definition skills,Understanding of TF-IDF,Text vectorization",Understanding of TF-IDF
61, Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,Data Science,"Definition skills,Understanding of TF-IDF,Text vectorization",Text vectorization
62, What are three primary convolutional neural network layers How are they commonly put together,Data Science,"Knowledge of convolutional neural networks, understanding of CNN architecture",Knowledge of convolutional neural networks
62, What are three primary convolutional neural network layers How are they commonly put together,Data Science,"Knowledge of convolutional neural networks, understanding of CNN architecture", understanding of CNN architecture
63, Describe the architecture of a typical Convolutional Neural Network,Data Science,"Knowledge of CNN architecture, understanding of convolutional layers, understanding of pooling layers, understanding of fully connected layers, ability to explain neural network concepts",Knowledge of CNN architecture
63, Describe the architecture of a typical Convolutional Neural Network,Data Science,"Knowledge of CNN architecture, understanding of convolutional layers, understanding of pooling layers, understanding of fully connected layers, ability to explain neural network concepts", understanding of convolutional layers
63, Describe the architecture of a typical Convolutional Neural Network,Data Science,"Knowledge of CNN architecture, understanding of convolutional layers, understanding of pooling layers, understanding of fully connected layers, ability to explain neural network concepts", understanding of pooling layers
63, Describe the architecture of a typical Convolutional Neural Network,Data Science,"Knowledge of CNN architecture, understanding of convolutional layers, understanding of pooling layers, understanding of fully connected layers, ability to explain neural network concepts", understanding of fully connected layers
63, Describe the architecture of a typical Convolutional Neural Network,Data Science,"Knowledge of CNN architecture, understanding of convolutional layers, understanding of pooling layers, understanding of fully connected layers, ability to explain neural network concepts", ability to explain neural network concepts
64," What do you mean by Dropout and Batch Normalization, When and why use",Data Science,"Deep learning knowledge, understanding of regularization techniques, understanding of normalization techniques",Deep learning knowledge
64," What do you mean by Dropout and Batch Normalization, When and why use",Data Science,"Deep learning knowledge, understanding of regularization techniques, understanding of normalization techniques", understanding of regularization techniques
64," What do you mean by Dropout and Batch Normalization, When and why use",Data Science,"Deep learning knowledge, understanding of regularization techniques, understanding of normalization techniques", understanding of normalization techniques
65, What is the difference between online and batch learning,Data Science,"Machine learning concepts,Understanding of different learning paradigms",Machine learning concepts
65, What is the difference between online and batch learning,Data Science,"Machine learning concepts,Understanding of different learning paradigms",Understanding of different learning paradigms
66, Is dropout used on the test set,Data Science,"Understanding of machine learning terminology,Knowledge of model evaluation",Understanding of machine learning terminology
66, Is dropout used on the test set,Data Science,"Understanding of machine learning terminology,Knowledge of model evaluation",Knowledge of model evaluation
67, What is an activation function and discuss the use of an activation function,Data Science,"Understanding of neural networks,Knowledge of activation functions,Explanatory skills",Understanding of neural networks
67, What is an activation function and discuss the use of an activation function,Data Science,"Understanding of neural networks,Knowledge of activation functions,Explanatory skills",Knowledge of activation functions
67, What is an activation function and discuss the use of an activation function,Data Science,"Understanding of neural networks,Knowledge of activation functions,Explanatory skills",Explanatory skills
68, Explain three different types of activation functions,Data Science,"Knowledge of activation functions, Understanding of neural networks, Explanatory skills",Knowledge of activation functions
68, Explain three different types of activation functions,Data Science,"Knowledge of activation functions, Understanding of neural networks, Explanatory skills", Understanding of neural networks
68, Explain three different types of activation functions,Data Science,"Knowledge of activation functions, Understanding of neural networks, Explanatory skills", Explanatory skills
69, What is the range of activation functions,Data Science,"Knowledge of activation functions, Understanding of neural networks",Knowledge of activation functions
69, What is the range of activation functions,Data Science,"Knowledge of activation functions, Understanding of neural networks", Understanding of neural networks
70, Why is Rectified Linear Unit a good activation function,Data Science,"Understanding of activation functions,Knowledge of neural networks,Comparative analysis,Problem-solving",Understanding of activation functions
70, Why is Rectified Linear Unit a good activation function,Data Science,"Understanding of activation functions,Knowledge of neural networks,Comparative analysis,Problem-solving",Knowledge of neural networks
70, Why is Rectified Linear Unit a good activation function,Data Science,"Understanding of activation functions,Knowledge of neural networks,Comparative analysis,Problem-solving",Comparative analysis
70, Why is Rectified Linear Unit a good activation function,Data Science,"Understanding of activation functions,Knowledge of neural networks,Comparative analysis,Problem-solving",Problem-solving
71, Why don't we use the Relu activation function in the output layer,Data Science,"Understanding of neural networks,Understanding of activation functions,Problem-solving,Critical thinking",Understanding of neural networks
71, Why don't we use the Relu activation function in the output layer,Data Science,"Understanding of neural networks,Understanding of activation functions,Problem-solving,Critical thinking",Understanding of activation functions
71, Why don't we use the Relu activation function in the output layer,Data Science,"Understanding of neural networks,Understanding of activation functions,Problem-solving,Critical thinking",Problem-solving
71, Why don't we use the Relu activation function in the output layer,Data Science,"Understanding of neural networks,Understanding of activation functions,Problem-solving,Critical thinking",Critical thinking
72, What can go wrong if we use a linear activation instead of ReLU,Data Science,"Understanding of neural networks,activation functions,non-linearity",Understanding of neural networks
72, What can go wrong if we use a linear activation instead of ReLU,Data Science,"Understanding of neural networks,activation functions,non-linearity",activation functions
72, What can go wrong if we use a linear activation instead of ReLU,Data Science,"Understanding of neural networks,activation functions,non-linearity",non-linearity
73," Give examples in which a many-to-one RNN architecture is appropriate, Give examples in which a many-to-one RNN architecture is appropriate",Data Science,"Understanding of RNN architectures, Application of RNN architectures",Understanding of RNN architectures
73," Give examples in which a many-to-one RNN architecture is appropriate, Give examples in which a many-to-one RNN architecture is appropriate",Data Science,"Understanding of RNN architectures, Application of RNN architectures", Application of RNN architectures
74, What is RNN and How does an RNN work,Data Science,"Knowledge of RNNs, understanding of RNN architecture",Knowledge of RNNs
74, What is RNN and How does an RNN work,Data Science,"Knowledge of RNNs, understanding of RNN architecture", understanding of RNN architecture
75, Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,Data Science,"Understanding of neural networks,Activation functions,Deep learning",Understanding of neural networks
75, Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,Data Science,"Understanding of neural networks,Activation functions,Deep learning",Activation functions
75, Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,Data Science,"Understanding of neural networks,Activation functions,Deep learning",Deep learning
76," difference between various Activation functions such as Sigmoid , tanh, Softmax, ReLU, Leaky ReLU",Data Science,"Knowledge of activation functions, understanding of neural networks",Knowledge of activation functions
76," difference between various Activation functions such as Sigmoid , tanh, Softmax, ReLU, Leaky ReLU",Data Science,"Knowledge of activation functions, understanding of neural networks", understanding of neural networks
77, Why Tanh activation function preferred over sigmoid,Data Science,"Understanding of activation functions, comparative analysis, reasoning",Understanding of activation functions
77, Why Tanh activation function preferred over sigmoid,Data Science,"Understanding of activation functions, comparative analysis, reasoning", comparative analysis
77, Why Tanh activation function preferred over sigmoid,Data Science,"Understanding of activation functions, comparative analysis, reasoning", reasoning
78, What are word embeddings Why are they useful,Data Science,"Understanding of word embeddings, Knowledge of NLP concepts",Understanding of word embeddings
78, What are word embeddings Why are they useful,Data Science,"Understanding of word embeddings, Knowledge of NLP concepts", Knowledge of NLP concepts
79, what is WordVec,Data Science,"Knowledge of NLP terminology,Vocabulary of machine learning",Knowledge of NLP terminology
79, what is WordVec,Data Science,"Knowledge of NLP terminology,Vocabulary of machine learning",Vocabulary of machine learning
80, What are some advantages of using character embeddings instead of word embeddings,Data Science,"Understanding of NLP concepts,Knowledge of word embeddings,Knowledge of character embeddings,Comparative analysis,Critical thinking",Understanding of NLP concepts
80, What are some advantages of using character embeddings instead of word embeddings,Data Science,"Understanding of NLP concepts,Knowledge of word embeddings,Knowledge of character embeddings,Comparative analysis,Critical thinking",Knowledge of word embeddings
80, What are some advantages of using character embeddings instead of word embeddings,Data Science,"Understanding of NLP concepts,Knowledge of word embeddings,Knowledge of character embeddings,Comparative analysis,Critical thinking",Knowledge of character embeddings
80, What are some advantages of using character embeddings instead of word embeddings,Data Science,"Understanding of NLP concepts,Knowledge of word embeddings,Knowledge of character embeddings,Comparative analysis,Critical thinking",Comparative analysis
80, What are some advantages of using character embeddings instead of word embeddings,Data Science,"Understanding of NLP concepts,Knowledge of word embeddings,Knowledge of character embeddings,Comparative analysis,Critical thinking",Critical thinking
81," How do you get sentence meanings from word embeddings, considering the position of words in the sentence",Data Science,"Natural Language Processing,Word Embeddings,Contextual Understanding,Sentence Embedding,Semantic Analysis",Natural Language Processing
81," How do you get sentence meanings from word embeddings, considering the position of words in the sentence",Data Science,"Natural Language Processing,Word Embeddings,Contextual Understanding,Sentence Embedding,Semantic Analysis",Word Embeddings
81," How do you get sentence meanings from word embeddings, considering the position of words in the sentence",Data Science,"Natural Language Processing,Word Embeddings,Contextual Understanding,Sentence Embedding,Semantic Analysis",Contextual Understanding
81," How do you get sentence meanings from word embeddings, considering the position of words in the sentence",Data Science,"Natural Language Processing,Word Embeddings,Contextual Understanding,Sentence Embedding,Semantic Analysis",Sentence Embedding
81," How do you get sentence meanings from word embeddings, considering the position of words in the sentence",Data Science,"Natural Language Processing,Word Embeddings,Contextual Understanding,Sentence Embedding,Semantic Analysis",Semantic Analysis
82, Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,Data Science,"Machine learning model selection,Model understanding,Text classification",Machine learning model selection
82, Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,Data Science,"Machine learning model selection,Model understanding,Text classification",Model understanding
82, Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,Data Science,"Machine learning model selection,Model understanding,Text classification",Text classification
83, What is bag of words How we can use it for text vectorization,Data Science,"Understanding of NLP concepts,Text vectorization techniques",Understanding of NLP concepts
83, What is bag of words How we can use it for text vectorization,Data Science,"Understanding of NLP concepts,Text vectorization techniques",Text vectorization techniques
84, What are the advantages and disadvantages of bag of words,Data Science,"Analysis, Comparison, Critical Thinking, Summarization",Analysis
84, What are the advantages and disadvantages of bag of words,Data Science,"Analysis, Comparison, Critical Thinking, Summarization", Comparison
84, What are the advantages and disadvantages of bag of words,Data Science,"Analysis, Comparison, Critical Thinking, Summarization", Critical Thinking
84, What are the advantages and disadvantages of bag of words,Data Science,"Analysis, Comparison, Critical Thinking, Summarization", Summarization
85, What is the main difference between Adam and SGD,Data Science,"Knowledge of optimization algorithms, understanding of gradient descent, comparison of algorithms",Knowledge of optimization algorithms
85, What is the main difference between Adam and SGD,Data Science,"Knowledge of optimization algorithms, understanding of gradient descent, comparison of algorithms", understanding of gradient descent
85, What is the main difference between Adam and SGD,Data Science,"Knowledge of optimization algorithms, understanding of gradient descent, comparison of algorithms", comparison of algorithms
86, What are the advantages and disadvantages of SGD over gradient descent,Data Science,"Understanding of optimization algorithms, comparative analysis, critical thinking",Understanding of optimization algorithms
86, What are the advantages and disadvantages of SGD over gradient descent,Data Science,"Understanding of optimization algorithms, comparative analysis, critical thinking", comparative analysis
86, What are the advantages and disadvantages of SGD over gradient descent,Data Science,"Understanding of optimization algorithms, comparative analysis, critical thinking", critical thinking
87," What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",Data Science,"Knowledge of machine learning algorithms, understanding of gradient descent variants, comparative analysis, pros and cons analysis",Knowledge of machine learning algorithms
87," What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",Data Science,"Knowledge of machine learning algorithms, understanding of gradient descent variants, comparative analysis, pros and cons analysis", understanding of gradient descent variants
87," What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",Data Science,"Knowledge of machine learning algorithms, understanding of gradient descent variants, comparative analysis, pros and cons analysis", comparative analysis
87," What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",Data Science,"Knowledge of machine learning algorithms, understanding of gradient descent variants, comparative analysis, pros and cons analysis", pros and cons analysis
88, When would you use GD over SDG and vice-versa,Data Science,"Knowledge of GD and SDG,  understanding of algorithm design principles, comparative analysis",Knowledge of GD and SDG
88, When would you use GD over SDG and vice-versa,Data Science,"Knowledge of GD and SDG,  understanding of algorithm design principles, comparative analysis",  understanding of algorithm design principles
88, When would you use GD over SDG and vice-versa,Data Science,"Knowledge of GD and SDG,  understanding of algorithm design principles, comparative analysis", comparative analysis
89, How would you choose the number of filters and the filter size at each CNN layer,Data Science,"Convolutional Neural Network (CNN) architecture design,Hyperparameter tuning,Understanding of CNN filter mechanisms",Convolutional Neural Network (CNN) architecture design
89, How would you choose the number of filters and the filter size at each CNN layer,Data Science,"Convolutional Neural Network (CNN) architecture design,Hyperparameter tuning,Understanding of CNN filter mechanisms",Hyperparameter tuning
89, How would you choose the number of filters and the filter size at each CNN layer,Data Science,"Convolutional Neural Network (CNN) architecture design,Hyperparameter tuning,Understanding of CNN filter mechanisms",Understanding of CNN filter mechanisms
90, How can we use CNN for text classification,Data Science,"Understanding of CNNs, Text processing, Deep learning fundamentals",Understanding of CNNs
90, How can we use CNN for text classification,Data Science,"Understanding of CNNs, Text processing, Deep learning fundamentals", Text processing
90, How can we use CNN for text classification,Data Science,"Understanding of CNNs, Text processing, Deep learning fundamentals", Deep learning fundamentals
91, What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,Data Science,"Understanding of CNNs, Understanding of DNNs, Comparative analysis, Knowledge of image classification",Understanding of CNNs
91, What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,Data Science,"Understanding of CNNs, Understanding of DNNs, Comparative analysis, Knowledge of image classification", Understanding of DNNs
91, What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,Data Science,"Understanding of CNNs, Understanding of DNNs, Comparative analysis, Knowledge of image classification", Comparative analysis
91, What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,Data Science,"Understanding of CNNs, Understanding of DNNs, Comparative analysis, Knowledge of image classification", Knowledge of image classification
92, Describe two ways to visualize features of a CNN in an image classification task,Data Science,"Visualization techniques,Understanding of CNNs,Communication skills",Visualization techniques
92, Describe two ways to visualize features of a CNN in an image classification task,Data Science,"Visualization techniques,Understanding of CNNs,Communication skills",Understanding of CNNs
92, Describe two ways to visualize features of a CNN in an image classification task,Data Science,"Visualization techniques,Understanding of CNNs,Communication skills",Communication skills
93, Why do segmentation CNNs typically have an encoder-decoder style / structure,Data Science,"Understanding of CNN architectures,Knowledge of image segmentation,Understanding of encoder-decoder networks",Understanding of CNN architectures
93, Why do segmentation CNNs typically have an encoder-decoder style / structure,Data Science,"Understanding of CNN architectures,Knowledge of image segmentation,Understanding of encoder-decoder networks",Knowledge of image segmentation
93, Why do segmentation CNNs typically have an encoder-decoder style / structure,Data Science,"Understanding of CNN architectures,Knowledge of image segmentation,Understanding of encoder-decoder networks",Understanding of encoder-decoder networks
94, What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,Data Science,"Understanding of convolutional neural networks, knowledge of image processing, understanding of fully connected layers, comparative analysis",Understanding of convolutional neural networks
94, What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,Data Science,"Understanding of convolutional neural networks, knowledge of image processing, understanding of fully connected layers, comparative analysis", knowledge of image processing
